Ward NO,Beds,area covered,Services,Staff,Contact,Sl No.,No of Applications,Total Collection (Amount in lakhs),Area (sq km)_x,Lakes #_x,Bins-Street sweeping waste (TPD),Bins-Size of street bins (in litres),Bins-No of street bins,Community bins/ compactor bins/ Dhalaos etc-Commercial Waste quantity (TPD),Community bins/ compactor bins/ Dhalaos etc-Size of bins/ containers (L),Community bins/ compactor bins/ Dhalaos etc-Year of purchase,Total no. of Households,Govt Schools #_x,Population,Male,Female,SC Population,SC male,SC Female,ST Population,ST Male,ST Female,State Code,HH condition - total,HH condition - Good,HH Condition - Livable,HH Condition - Dilapidated,HH Residence - total,HH Residence - Good,HH Residence - Livable,HH residence - dilapidated,HH residence-cum-other-use total,HH residence-cum-other-use Good,HH residence-cum-other-use Livable,HH residence-cum-other-use Dilapidated,Roof - Grass/ Thatch/ Bamboo/ Wood/Mud etc.,Roof - Plastic/ Polythene,Roof - Hand made Tiles,Roof - Machine made Tiles,Roof - Burnt Brick,Roof - Stone/ Slate,Roof - G.I./Metal/ Asbestos sheets,Roof - Concrete,Roof - Any other material,Wall - Grass/ Thatch/ Bamboo etc.,Wall - Plastic/ Polythene,Wall - Mud/Unburnt brick,Wall - Wood,Wall -Stone not packed with mortar,Wall - Stone packed with mortar,Wall -G.I./ Metal/ Asbestos sheets,Wall - Burnt brick,Wall - Concrete,Wall - Any other material,Floor - Mud,Floor - Wood/ Bamboo,Floor - Burnt Brick,Floor - Stone,Floor - Cement,Floor - Mosaic/ Floor tiles,Floor - Any other material,Dwelling rooms - No exclusive room,Dwelling rooms - One room,Dwelling rooms - Two rooms,Dwelling rooms - Three rooms,Dwelling rooms - Four rooms,Dwelling rooms - Five rooms,Dwelling rooms - Six rooms and above,HH Size - 1,HH Size - 2,HH Size - 3,HH Size - 4,HH Size - 5,HH Size - 6-8,HH Size - 9+,Ownership - Owned,Ownership -  Rented,Ownership -  Any others,Married Couple - None,Married Couple - 1,Married Couple - 2,Married Couple - 3,Married Couple - 4,Married Couple - 5+,Drinking Water - Tapwater from treated source,Drinking Water - Tapwater from un-treated source,Drinking Water - Covered well,Drinking Water - Un-covered well,Drinking Water - Handpump,Drinking Water - Tubewell/Borehole,Drinking Water - Spring,Drinking Water - River/Canal,Drinking Water - Tank/Pond/Lake,Drinking Water -  Other sources,Drinking water source - Within premises,Drinking water source - Near premises,Drinking water source - Away,Lighting - Electricity,Lighting - Kerosene,Lighting - Solar energy,Lighting - Other oil,Lighting - Any other,Lighting - No lighting,Number of households having latrine facility within the premises,Flush lutrince connected to Piped sewer system,Flush lutrince connected to Septic tank,Flush lutrince connected to Other system,Pit latrine With slab/ventilated improved pit,Pit Latrine - Without slab/  open pit,Night soil disposed into open drain,Night soil removed by human,Night soil serviced by animal,Number of households not having latrine facility within the premises,Alternative source -Public latrine,Alternative source - Open,bathing facility within the premises -Bathroom,bathing facility within the premises - Enclosure without roof,bathing facility within the premises - No,Waste water outlet connected to Closed drainage,Waste water outlet connected to Open drainage,Waste water outlet connected to No drainage,Type of Cooking Fuel - Fire-wood,Type of Cooking Fuel - Crop residue,Type of Cooking Fuel - Cowdung cake,"Type of Cooking Fuel - Coal,Lignite,Charcoal",Type of Cooking Fuel -  Kerosene,Type of Cooking Fuel -  LPG/PNG,Type of Cooking Fuel -  Electricity,Type of Cooking Fuel - Biogas,Type of Cooking Fuel - Any other,Type of Cooking Fuel - No cooking,Kitchen Facility Total,Kitchen Facility  - Cooking inside house,Kitchen Facility  - Cooking inside house - Has Kitchen,Kitchen Facility  - Cooking inside house - Does not have kitchen,Kitchen Facility  - Cooking outside house:,Kitchen Facility  - Cooking outside house: Has Kitchen,Kitchen Facility  - Cooking outside house: Does not have kitchen,Kitchen Facility  - Cooking outside house: No Cooking,Total number of households availing banking services,Availability of assets - Radio/Transistor,Availability of assets - Television,Availability of assets Computer/Laptop - With Internet,Availability of assets Computer/Laptop - Without Internet,Availability of assets Landline only,Availability of assets Mobile only,Availability of assets Both,HH with Bicycle,HH - Scooter/ Motorcycle/Moped,HH - Car/ Jeep/Van,"HH - Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car",None of the assets specified in prev column,Type of structure of census house - Permanent,Type of structure of census house - Semi-Permanent,Type of structure of census house - Total Temporary,Type of structure of census house - Serviceable,Type of structure of census house - Non-Serviceable,Type of structure of census house - Unclassifiable,No. of unemployed persons (seeking or available for work),No. of employed persons,Total labour force in the city (age 15-59) [Employed + Unemployed Persons),Area (sq km)_y,Lakes #_y,Playgrounds #,Govt Schools #_y,Police Stations #,Fire stations #,BMTC TTMC #,Waste Quantity (TPD),Collection Vehicle details-Capacity (in cubic meters),Collection Vehicle details-Year of purchase,Collection Vehicle details-Nos of Vehicle,Collection Vehicle details-Frequency of trips /day,Number of Connections,Consumption in ML
185,,,,,,1149,19582,1682.5700000000002,1.6,2,2.445,0.0,0.0,0.384,0.0,0.0,11338,1,46943,24623,22320,2873,1481,1392,437,229,208,29,100,79.5,20.0,0.6,99.5,79.2,19.8,0.6,0.5,0.3,0.2,0.0,1.0,0.6,1.5,1.0,0.5,4.6,21.8,69.1,0.0,0.2,0.1,3.1,0.1,5.2,25.7,0.3,37.7,27.5,0.1,0.3,0.0,0.3,2.0,37.1,60.3,0.0,1.5,25.8,38.6,27.7,5.1,0.9,0.4,3.0,11.8,21.2,31.3,16.0,14.6,2.2,35.9,62.4,1.7,13.6,77.0,8.0,1.3,0.1,0.0,72.6,2.6,0.2,0.0,0.0,24.2,0.0,0.0,0.0,0.2,93.2,6.5,0.3,99.3,0.5,0.0,0.0,0.0,0.1,99.3,98.4,0.3,0.1,0.3,0.1,0.0,0.0,0.0,0.7,0.4,0.3,99.3,0.3,0.4,98.9,0.8,0.4,4.1,0.1,0.0,0.0,11.0,84.1,0.1,0.0,0.0,0.4,100,99.5,98.6,0.9,0.1,0.0,0.1,0.4,65.7,41.3,87.8,18.6,18.1,12.3,70.1,13.4,21.5,46.4,16.2,22.9,1.2,95.0,4.7,0.2,0.1,0.1,0.1,27533,19410,46943,1.6,2,0,1,0,0,0,18.2,0.5,0.0,14,2,6626,194.72
186,,,,,,1152,13348,1371.33,1.3,1,2.445,0.0,0.0,0.26,0.0,0.0,9818,3,38294,20044,18250,1487,780,707,733,361,372,29,100,86.1,13.6,0.4,99.7,85.8,13.5,0.4,0.3,0.2,0.0,0.0,1.0,0.3,0.6,0.7,0.1,2.5,15.6,79.1,0.1,0.1,0.0,0.7,0.2,1.0,2.2,0.3,79.7,15.6,0.1,0.3,0.1,0.1,0.8,32.2,66.4,0.2,2.8,22.7,42.8,24.7,5.7,0.9,0.4,3.1,12.7,24.0,34.1,14.5,10.2,1.5,28.7,69.2,2.0,13.2,76.7,8.7,1.1,0.2,0.0,94.7,0.6,0.1,0.1,0.5,3.4,0.0,0.0,0.1,0.4,95.8,3.4,0.8,99.6,0.1,0.0,0.0,0.0,0.2,99.8,98.5,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.1,99.4,0.4,0.2,99.6,0.2,0.1,1.7,0.1,0.0,0.0,6.5,85.9,0.1,5.4,0.0,0.2,100,99.8,99.2,0.5,0.0,0.0,0.0,0.2,82.4,67.9,93.5,16.3,15.9,6.7,79.4,10.6,24.3,54.9,16.4,24.3,0.7,97.5,2.1,0.1,0.0,0.1,0.3,21269,17025,38294,1.3,1,3,3,0,0,0,14.9,0.5,0.0,12,2,3045,86.76
187,,,,,,1155,31795,5455.72,2.9,1,2.115,0.0,0.0,0.4,0.0,0.0,13230,1,49207,25666,23541,2041,1020,1021,666,347,319,29,100,86.0,13.4,0.6,99.5,85.6,13.3,0.6,0.5,0.3,0.1,0.0,0.9,2.6,0.9,2.4,0.2,2.0,10.4,80.5,0.2,0.1,0.4,0.9,0.0,5.5,10.3,0.2,41.7,40.6,0.2,1.2,0.1,0.2,0.9,23.4,73.5,0.7,3.2,21.3,24.9,33.2,14.1,2.2,1.1,6.8,15.0,24.9,27.9,13.6,10.4,1.5,38.5,58.3,3.2,15.9,74.8,8.2,1.0,0.1,0.0,82.1,3.7,0.7,0.1,3.1,9.2,0.0,0.1,0.1,0.9,90.5,3.9,5.5,98.7,0.9,0.0,0.1,0.0,0.2,98.3,97.2,0.4,0.3,0.3,0.0,0.0,0.0,0.0,1.7,0.5,1.2,97.6,1.4,1.0,98.0,0.7,1.3,3.5,0.2,0.2,0.1,9.2,85.6,0.2,0.1,0.1,0.8,100,98.2,96.4,1.9,1.0,0.3,0.7,0.8,79.7,60.9,89.6,40.5,13.4,9.1,56.3,31.3,21.4,54.7,36.2,44.0,1.1,95.3,3.8,0.6,0.1,0.5,0.3,27146,22061,49207,2.9,1,4,1,0,0,0,19.15,0.5,0.0,19,2,4625,156.49
188,,,,,,1158,36926,3399.41,4.3,2,2.415,0.0,0.0,0.39,0.0,0.0,13186,1,49884,26149,23735,4301,2162,2139,523,265,258,29,100,88.3,11.1,0.6,99.9,88.2,11.1,0.6,0.1,0.1,0.0,0.0,1.0,0.9,0.9,0.3,0.1,2.9,16.0,77.7,0.1,0.2,0.1,4.7,0.0,5.7,11.6,0.5,53.3,23.6,0.1,0.5,0.0,0.2,0.6,32.0,66.6,0.1,3.3,19.7,33.4,32.5,8.7,1.6,0.6,4.2,17.4,26.1,27.7,13.8,9.4,1.3,35.7,62.1,2.2,13.2,78.5,7.4,0.8,0.1,0.0,53.7,6.0,1.1,0.1,0.4,35.7,0.0,0.1,1.5,1.5,88.8,9.4,1.8,99.3,0.5,0.0,0.0,0.0,0.1,98.8,95.9,1.3,0.3,1.3,0.0,0.0,0.0,0.0,1.2,0.6,0.6,98.7,1.0,0.3,94.5,4.7,0.8,5.4,0.4,0.0,0.0,10.4,82.9,0.4,0.1,0.1,0.3,100,99.3,97.9,1.4,0.4,0.1,0.3,0.3,80.1,45.5,88.6,35.3,14.3,10.1,58.4,27.7,25.3,52.0,33.1,40.1,1.0,93.2,6.3,0.4,0.1,0.3,0.2,27190,22694,49884,4.3,2,2,1,0,0,0,19.41,0.5,0.0,20,2,4399,264.38
189,,,,,,1161,20108,3207.2200000000003,2.1,0,2.39,0.0,0.0,0.718,0.0,0.0,18192,3,68554,36812,31742,3639,1911,1728,1280,694,586,29,100,77.4,21.9,0.7,98.9,77.1,21.2,0.6,1.1,0.3,0.7,0.1,0.9,1.4,0.8,0.4,0.4,2.7,19.8,73.5,0.1,0.3,0.1,1.4,0.0,4.0,16.1,0.5,46.0,31.4,0.1,0.5,0.0,0.3,0.3,41.5,57.3,0.1,8.4,38.8,39.9,10.8,1.4,0.3,0.3,4.1,18.3,24.1,29.4,13.5,9.3,1.3,14.0,84.6,1.4,20.0,74.4,5.0,0.5,0.1,0.0,58.5,10.7,0.6,0.2,0.6,21.1,0.1,1.3,2.0,4.9,64.1,30.2,5.7,98.9,0.8,0.1,0.1,0.0,0.1,99.5,90.1,3.1,0.1,4.5,0.6,0.4,0.0,0.6,0.5,0.3,0.2,99.2,0.5,0.2,92.7,6.7,0.5,4.4,0.4,0.1,0.0,18.4,71.2,0.1,4.2,0.4,0.8,100,99.0,97.9,1.0,0.2,0.0,0.2,0.8,65.6,21.8,82.5,7.4,12.5,4.9,85.7,5.2,12.8,27.6,7.3,9.0,1.4,96.2,3.0,0.6,0.5,0.1,0.2,29928,38626,68554,2.1,0,0,3,0,0,0,26.67,0.5,0.0,6,2,8337,350.71
190,,,,,,1164,27819,3189.1899999999996,3.5,3,1.695,0.0,0.0,0.322,0.0,0.0,16903,4,65890,35202,30688,5464,2799,2665,1527,826,701,29,100,74.9,24.1,1.0,99.5,74.6,23.9,1.0,0.5,0.3,0.2,0.0,0.9,1.0,0.9,1.6,1.3,4.8,30.8,58.0,0.7,0.2,0.2,2.3,0.1,7.0,18.9,0.2,32.7,38.3,0.1,0.5,0.0,0.2,0.2,56.2,42.7,0.2,4.3,33.8,45.0,13.1,3.2,0.3,0.3,3.5,14.7,21.6,30.3,15.5,12.8,1.6,22.1,76.6,1.3,16.2,76.4,6.6,0.7,0.1,0.0,28.2,19.0,1.4,1.4,0.3,31.9,0.0,0.1,7.8,10.0,49.0,30.0,21.0,98.3,1.2,0.3,0.0,0.0,0.1,95.2,74.6,7.9,1.0,11.2,0.4,0.1,0.0,0.0,4.8,2.2,2.6,98.2,1.3,0.5,82.8,15.7,1.5,3.9,0.3,0.1,0.0,21.3,73.0,0.0,0.7,0.0,0.6,100,99.2,97.3,1.9,0.1,0.1,0.1,0.6,55.1,24.2,82.3,8.2,9.7,4.7,83.5,5.2,17.9,29.5,8.5,9.8,2.3,94.9,4.0,0.3,0.0,0.3,0.8,31616,34274,65890,3.5,3,0,4,0,0,0,25.64,0.5,0.0,15,2,3235,93.8
191,,,,,,1167,46220,3476.52,9.7,6,2.24,0.0,0.0,0.584,0.0,0.0,18214,12,71004,40347,30657,9644,5302,4342,1714,1017,697,29,100,75.8,23.9,0.2,99.4,75.5,23.7,0.2,0.6,0.3,0.3,0.0,1.3,0.3,1.8,0.7,0.4,4.0,35.8,55.5,0.1,0.2,0.1,1.4,0.1,4.8,25.0,0.7,38.2,29.2,0.2,0.3,0.0,0.0,0.2,55.7,43.2,0.5,9.3,52.4,25.2,9.6,2.4,0.6,0.6,5.1,17.9,23.0,29.6,13.6,9.8,0.9,23.8,73.4,2.8,20.4,73.1,5.7,0.7,0.1,0.0,28.7,9.4,2.1,0.3,1.5,38.0,1.2,0.1,0.5,18.3,62.4,24.6,12.9,98.4,1.1,0.0,0.1,0.3,0.1,96.4,60.5,3.6,2.6,26.4,0.7,0.7,0.1,1.8,3.6,0.8,2.8,97.0,1.8,1.3,69.5,17.4,13.2,4.4,0.4,0.0,0.0,23.9,70.1,0.2,0.3,0.1,0.6,100,98.4,97.3,1.1,1.0,0.8,0.3,0.6,62.9,35.1,79.4,6.1,11.6,7.6,76.2,7.2,17.1,27.6,8.4,10.3,3.0,96.4,3.1,0.2,0.0,0.1,0.3,36427,34577,71004,9.7,6,1,12,1,0,0,41.95,0.5,0.0,22,2,4798,192.82999999999998
192,,,,,,1170,82144,5020.23,19.0,12,1.475,0.0,0.0,1.04,0.0,0.0,21322,4,80037,42157,37880,7262,3639,3623,1375,707,668,29,100,69.1,29.9,1.0,99.3,68.7,29.6,1.0,0.7,0.4,0.3,0.0,1.1,0.7,1.7,0.8,0.2,2.9,31.2,61.4,0.1,0.1,0.0,4.1,0.1,8.7,16.7,0.9,29.6,39.6,0.1,1.7,0.0,0.3,1.5,43.0,53.1,0.4,2.9,31.0,35.5,20.5,7.5,1.5,1.0,7.9,15.2,23.5,28.4,13.6,10.3,1.2,34.7,63.4,2.0,17.9,73.5,7.7,0.8,0.1,0.0,33.0,11.2,1.4,1.4,1.0,40.0,0.0,0.0,0.2,11.7,67.3,21.8,10.9,98.6,1.1,0.1,0.1,0.0,0.1,96.4,52.1,9.1,3.1,29.2,0.4,0.2,1.9,0.5,3.6,0.7,2.8,96.7,1.5,1.8,61.8,27.8,10.4,6.0,0.4,0.1,0.1,19.3,73.1,0.1,0.2,0.1,0.6,100,98.9,96.8,2.2,0.5,0.2,0.3,0.6,63.8,39.9,81.5,18.3,12.4,5.1,70.3,14.8,16.5,38.1,18.5,21.8,3.3,94.1,5.3,0.4,0.3,0.1,0.2,40308,39729,80037,19.0,12,2,4,0,0,0,47.29,0.5,0.0,18,2,6715,332.33
193,,,,,,1173,40416,4960.31,6.6,3,3.24,0.0,0.0,0.94,0.0,0.0,15272,4,58355,30522,27833,5190,2682,2508,1094,558,536,29,100,86.7,12.5,0.8,99.2,86.4,12.0,0.8,0.8,0.3,0.6,0.0,2.0,1.1,1.9,0.4,0.3,5.3,23.1,65.8,0.1,0.4,0.2,0.7,0.0,4.4,17.0,0.9,35.5,40.8,0.1,0.8,0.0,0.1,0.9,33.7,64.4,0.1,2.7,30.5,31.6,32.1,1.9,0.3,0.9,6.9,15.7,23.5,27.3,14.1,11.0,1.5,32.4,64.3,3.3,16.2,74.7,8.0,0.9,0.1,0.0,58.1,10.3,1.4,0.9,0.5,23.8,0.0,0.0,0.2,4.7,80.3,14.4,5.3,98.3,1.5,0.1,0.0,0.1,0.1,96.1,79.8,11.6,0.3,4.1,0.4,0.0,0.0,0.0,3.9,0.8,3.0,97.3,1.9,0.8,89.3,7.4,3.3,3.8,0.4,0.1,0.2,15.1,78.5,0.1,0.9,0.2,0.7,100,98.9,97.2,1.7,0.5,0.1,0.4,0.7,78.3,59.5,86.1,25.9,17.4,10.5,64.2,18.7,24.9,50.7,24.5,32.8,2.2,95.9,3.5,0.4,0.1,0.4,0.2,26830,31525,58355,6.6,3,4,4,1,0,0,22.7,0.5,0.0,7,2,10029,371.81
194,,,,,,1176,35879,1952.69,7.4,3,2.77,0.0,0.0,0.79,0.0,0.0,13457,2,51911,26838,25073,7276,3618,3658,779,393,386,29,100,62.3,36.0,1.6,97.3,60.9,34.7,1.6,2.7,1.4,1.3,0.0,1.7,0.4,1.0,3.5,0.5,5.5,41.8,45.3,0.3,0.4,0.1,3.0,0.4,3.8,22.8,0.3,55.9,13.0,0.3,1.4,0.0,0.7,0.2,62.7,34.8,0.2,5.0,38.7,31.7,14.0,6.6,2.6,1.4,4.4,13.8,21.9,31.5,15.5,11.7,1.2,44.9,53.4,1.6,16.5,74.5,8.0,1.0,0.1,0.0,28.9,28.7,1.0,0.4,0.9,34.0,0.0,0.0,0.5,5.6,59.6,29.2,11.1,96.5,2.8,0.1,0.2,0.0,0.4,94.4,25.9,21.8,4.0,41.9,0.0,0.7,0.0,0.0,5.6,0.7,4.9,95.0,2.2,2.8,36.8,47.1,16.1,5.8,0.3,0.1,0.1,16.2,75.2,0.1,1.5,0.2,0.4,100,98.5,96.3,2.2,1.0,0.2,0.8,0.4,55.9,37.3,81.9,15.0,9.7,6.5,69.7,10.9,17.7,35.3,14.6,17.9,5.1,94.6,4.0,1.0,0.6,0.4,0.4,29132,22779,51911,7.4,3,2,2,0,0,0,30.67,0.5,0.0,19,2,3835,96.95
195,,,,,,1179,45603,3066.3599999999997,3.4,1,2.16,0.0,0.0,1.0,0.0,0.0,14984,9,57335,29504,27831,2219,1130,1089,537,267,270,29,100,90.1,9.8,0.1,99.6,89.9,9.7,0.1,0.4,0.3,0.1,0.0,1.4,0.9,0.8,0.3,0.3,6.0,13.0,77.3,0.0,0.2,0.0,1.9,0.0,4.1,17.3,0.2,57.3,18.8,0.1,1.0,0.0,0.0,1.7,25.1,71.9,0.2,2.0,16.6,36.1,29.2,12.6,1.8,1.7,2.8,13.7,25.2,33.7,13.8,9.8,1.0,40.7,58.2,1.1,12.1,77.9,8.7,1.1,0.1,0.0,37.8,14.1,0.9,0.0,0.2,45.5,0.0,0.0,0.0,1.3,90.8,7.0,2.2,99.3,0.6,0.0,0.0,0.0,0.1,99.5,89.1,0.6,0.2,9.4,0.0,0.1,0.0,0.0,0.5,0.2,0.3,99.4,0.5,0.1,90.8,3.8,5.3,2.0,0.2,0.0,0.0,6.5,90.7,0.2,0.1,0.0,0.3,100,99.5,99.0,0.5,0.2,0.1,0.1,0.3,78.8,52.0,90.0,31.5,16.1,8.1,58.1,30.4,26.5,54.5,34.4,40.5,1.0,95.6,4.1,0.1,0.0,0.1,0.1,31889,25446,57335,3.4,1,3,9,0,0,0,22.23,0.5,0.0,14,2,10134,300.36
196,,,,,,1182,25707,1185.86,11.4,3,1.97,0.0,0.0,0.53,0.0,0.0,11049,3,45608,23474,22134,4091,2093,1998,549,282,267,29,100,65.9,32.7,1.4,99.0,65.4,32.2,1.4,1.0,0.5,0.5,0.0,2.1,0.5,2.3,0.3,2.7,6.7,33.9,51.4,0.1,0.7,0.1,6.7,0.1,7.9,17.2,0.4,53.5,13.2,0.2,2.9,0.0,0.3,3.7,58.0,35.1,0.0,9.6,34.5,31.8,15.5,5.7,1.6,1.4,4.0,11.5,19.9,29.8,16.7,16.0,2.2,36.7,60.3,3.0,13.9,75.7,9.1,1.1,0.2,0.0,29.4,26.3,1.0,0.8,0.7,28.8,0.2,0.0,1.2,11.6,42.4,36.8,20.8,96.6,2.8,0.2,0.2,0.0,0.2,94.9,56.4,8.5,2.6,26.5,0.3,0.6,0.0,0.0,5.1,0.5,4.6,94.2,3.3,2.5,62.3,31.0,6.7,6.8,0.4,0.0,0.4,23.1,67.7,0.1,1.0,0.1,0.3,100,98.9,94.6,4.3,0.8,0.7,0.1,0.3,47.6,39.0,78.8,12.4,11.0,10.5,68.5,8.4,19.1,35.9,14.6,16.3,5.2,90.4,8.6,0.8,0.2,0.6,0.2,26414,19194,45608,11.4,3,2,3,0,0,0,17.68,0.5,0.0,15,2,8284,285.75
197,,,,,,1185,40277,2890.28,5.7,5,1.815,0.0,0.0,0.78,0.0,0.0,16079,15,62057,32212,29845,5280,2757,2523,1117,581,536,29,100,79.7,19.7,0.6,99.3,79.4,19.4,0.6,0.7,0.3,0.4,0.0,1.7,0.9,1.7,0.5,0.4,2.7,20.4,71.7,0.1,0.2,0.4,3.7,0.0,6.8,27.1,0.8,28.5,32.5,0.1,1.2,0.0,0.4,1.1,30.7,66.0,0.5,6.5,25.9,31.6,23.2,8.9,2.5,1.2,3.3,13.5,24.4,32.4,14.5,10.4,1.5,39.6,55.8,4.6,12.6,76.6,9.4,1.3,0.1,0.0,59.0,10.2,0.2,0.2,0.5,25.3,0.0,0.0,0.0,4.6,84.0,12.3,3.6,98.4,1.4,0.1,0.1,0.0,0.1,96.8,87.4,2.9,4.6,1.6,0.1,0.1,0.0,0.0,3.2,0.7,2.5,97.3,1.1,1.6,92.7,3.1,4.3,2.7,0.1,0.1,0.0,12.2,84.1,0.1,0.2,0.0,0.4,100,98.3,95.9,2.3,1.3,1.1,0.2,0.4,71.8,53.5,88.7,23.6,13.5,6.2,65.8,22.6,23.5,52.5,24.5,30.9,2.1,94.0,4.9,1.0,0.5,0.4,0.1,34150,27907,62057,5.7,5,6,15,0,0,0,36.66,0.5,0.0,15,2,4304,145.58
198,,,,,,1188,57627,5608.07,30.5,10,2.985,0.0,0.0,0.554,0.0,0.0,12687,0,50440,26172,24268,6456,3247,3209,832,447,385,29,100,77.6,21.2,1.2,98.9,77.0,20.8,1.2,1.1,0.7,0.5,0.0,0.9,0.5,2.6,1.4,0.5,3.9,31.8,58.4,0.0,0.5,0.2,4.3,0.1,4.3,22.2,0.3,49.2,18.9,0.1,2.1,0.1,0.1,2.2,43.8,51.5,0.2,6.4,39.4,31.9,15.3,4.9,1.5,0.6,3.5,12.1,22.5,32.8,15.6,12.1,1.4,42.6,55.1,2.4,12.9,77.5,8.4,1.1,0.1,0.0,42.8,18.5,0.1,0.1,0.7,37.1,0.0,0.0,0.0,0.7,69.9,21.6,8.5,98.0,1.6,0.1,0.0,0.0,0.2,91.6,75.6,4.5,0.5,9.0,0.4,0.1,0.0,1.4,8.4,2.3,6.1,94.6,2.6,2.9,76.2,18.4,5.5,9.5,0.7,0.1,0.0,18.8,68.7,0.2,1.3,0.1,0.6,100,98.6,96.3,2.4,0.7,0.4,0.4,0.6,57.3,33.0,81.5,8.6,12.8,4.1,74.9,8.0,19.4,37.5,13.5,13.8,4.0,94.2,4.9,0.7,0.3,0.4,0.1,29258,21182,50440,30.5,10,6,0,1,0,1,46.13,0.5,0.0,31,2,4338,108.24
